name,color,description
Child Hunter Graduation Cap with Tassel,,Child Hunter Cap with Tassel  &bull;Non see through fabric with a sleek shiny finish  &bull;Mortarboard measures 9" by 9"  &bull;One size fits all with an elastic back  &bull;Button at the top of the mortarboard allows tassel to be easily fixed  &bull;Tassel is 9" long and includes a hang loop to attach to the cap   &bull;Each tassel includes a current year drop charm   
Child Black Graduation Cap with Tassel,Black,Child Black Cap with Tassel  &bull;Non see through fabric with a sleek shiny finish  &bull;Mortarboard measures 9" by 9"  &bull;One size fits all with an elastic back  &bull;Button at the top of the mortarboard allows tassel to be easily fixed  &bull;Tassel is 9" long and includes a hang loop to attach to the cap   &bull;Each tassel includes a current year drop charm   
Deluxe 4 Sided Doctoral Tam,,Deluxe 4 Sided Tam   &bull;Crafted from high quality velvet fabric   &bull;Durable quality meaning the tam can be worn over and over again   &bull;Classic gold bullion tassel attached by gold strand   &bull;Comes in one size fits all   
Deluxe 6 Sided Doctoral Tam,,Deluxe 6 Sided Tam   &bull;Crafted from high quality velvet fabric   &bull;Durable quality meaning the tam can be worn over and over again   &bull;Classic gold bullion tassel attached by gold strand   &bull;Comes in one size fits all   
Deluxe 8 Sided Doctoral Tam,,Deluxe 8 Sided Tam   &bull;Crafted from high quality velvet fabric   &bull;Durable quality meaning the tam can be worn over and over again   &bull;Classic gold bullion tassel attached by gold strand   &bull;Comes in one size fits all   
Deluxe Doctoral Beefeater,,Deluxe Doctoral Beefeater   &bull;Crafted from high quality velvet fabric   &bull;Comfortable inner headband means the beefeater fits all head sizes   &bull;Beefeater comes with gold braid and classic gold tassel   
Shiny Maroon Graduation Cap- Gown & Tassel,Maroon,Shiny Maroon Cap; Gown & Tassel  &bull;Gown crafted from shiny Maroon tricot fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching maroon color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Shiny Brown Graduation Cap- Gown & Tassel,Brown,Shiny Brown Cap; Gown & Tassel  &bull;Gown crafted from shiny Brown tricot fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching brown color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Shiny Green Graduation Cap- Gown & Tassel,Green,Shiny Green Cap; Gown & Tassel  &bull;Gown crafted from shiny Green tricot fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching green color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Shiny Emerald Green Graduation Cap- Gown & Tassel,Green,Shiny Emerald Green Cap; Gown & Tassel  &bull;Gown crafted from shiny Emerald Green tricot fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching emerald green color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Shiny Hunter Green Graduation Cap- Gown & Tassel,Hunter Green,Shiny Hunter Cap; Gown & Tassel  &bull;Gown crafted from shiny Hunter tricot fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching hunter color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Shiny Black Graduation Cap- Gown & Tassel,Black,Shiny Black Cap; Gown & Tassel  &bull;Gown crafted from shiny Black tricot fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching black color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte White Graduation Cap- Gown & Tassel,White,Matte White Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching white color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Royal Blue Graduation Cap- Gown & Tassel,Royal Blue,Matte Royal Blue Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching royal blue color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Navy Blue Graduation Cap- Gown & Tassel,Navy Blue,Matte Navy Blue Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching navy blue color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Purple Graduation Cap- Gown & Tassel,Purple,Matte Purple Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching purple color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Gold Graduation Cap- Gown & Tassel,Gold,Matte Gold Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching gold color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Red Graduation Cap- Gown & Tassel,Red,Matte Red Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching red color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Maroon Graduation Cap- Gown & Tassel,Maroon,Matte Maroon Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching maroon color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Green Graduation Cap- Gown & Tassel,Green,Matte Green Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching green color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Emerald Green Graduation Cap- Gown & Tassel,Green,Matte Emerald Green Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching emerald green color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Hunter Graduation Cap- Gown & Tassel,,Matte Hunter Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching hunter color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
Matte Black Graduation Cap- Gown & Tassel,Black,Matte Black Cap; Gown & Tassel  &bull;Gown crafted from sleek matte finished fabric  &bull;Distinctive pleats on front and back  &bull;Sturdy hidden zipper in matching black color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;The set includes a classic matching one size fits all graduation cap  &bull;Graduation cap comes with a high quality tassel and commemorative year drop 
White Child Graduation Cap- Gown & Tassel,White,White Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;White shiny tricot fabric  &bull;Durable zipper in matching white color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Silver Child Graduation Cap- Gown & Tassel,Silver,Silver Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Silver shiny tricot fabric  &bull;Durable zipper in matching Silver color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Light Blue Child Graduation Cap- Gown & Tassel,Light Blue,Light Blue Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Light Blue shiny tricot fabric  &bull;Durable zipper in matching Light Blue color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Royal Blue Child Graduation Cap- Gown & Tassel,Royal Blue,Royal Blue Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Royal Blue shiny tricot fabric  &bull;Durable zipper in matching Royal Blue color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Navy Blue Child Graduation Cap- Gown & Tassel,Navy Blue,Navy Blue Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Navy Blue shiny tricot fabric  &bull;Durable zipper in matching Navy Blue color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Purple Child Graduation Cap- Gown & Tassel,Purple,Purple Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Purple shiny tricot fabric  &bull;Durable zipper in matching Purple color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Gold Child Graduation Cap- Gown & Tassel,Gold,Gold Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Gold shiny tricot fabric  &bull;Durable zipper in matching Gold color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Orange Child Graduation Cap- Gown & Tassel,Orange,Orange Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Orange shiny tricot fabric  &bull;Durable zipper in matching Orange color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Pink Child Graduation Cap- Gown & Tassel,Pink,Pink Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Pink shiny tricot fabric  &bull;Durable zipper in matching Pink color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
Red Child Graduation Cap- Gown & Tassel,Red,Red Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Red shiny tricot fabric  &bull;Durable zipper in matching Red color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop
